SMILES,predictions
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,CC(C)(O)c1cc(O)ccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1 CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1 CC(C)(O)c1ccc(O)cc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1 C=C(C)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1 CC(C)(OC1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1 CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1 CC(O)(CO)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1 CC(C)(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1 CC(C)(O)c1cc(O)ccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1 CC(C)(O)c1ccc(O)cc1CCC(SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1 CC(C)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1 CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1 C=C(C)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1 C[C@@](O)(CO)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](CO)[C@H]2NC(=O)O[C@]12C,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](NC)[C@H]2O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](CO)[C@H]2NC(=O)O[C@]12C CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](CO)[C@H]2NC(=O)O[C@]12CO CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](CO[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2NC(=O)O[C@]12C CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](CO[C@@H]2OC(C(=O)O)C(O)C(O)C2O)[C@H]2NC(=O)O[C@]12C CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](CO)[C@H]2NC(=O)O[C@]12C CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](CO)[C@H]2NC(=O)O[C@]12C CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](C(=O)O)[C@H]2NC(=O)O[C@]12C CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](CO)[C@H]2NC(=O)O[C@@H]12 CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OCC=Cc2cnc3ccccc3c2)CC(C)C(=O)C(CO)C2NC(=O)OC12CO CCC1OC(=O)C(C)C(=O)C(C)C(O)C(C)(OCC=Cc2cnc3ccccc3c2)CC(C)C(=O)C(CO)C2NC(=O)OC12C CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(NC)C2O)C(C)(OCC=Cc2cnc3ccccc3c2)CC(C)C(=O)C(CO)C2NC(=O)OC12C CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OCC=Cc2cnc3ccccc3c2)CC(C)C(=O)C(C(=O)O)C2NC(=O)OC12C
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,C[C@H]1COc2c(N3CCN(CO)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23 CC1COc2c(N)c(F)cc3c(=O)c(C(=O)O)cn1c23 C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cn1c23 C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)ccn1c23 CC1COc2c(N3CCN(CO)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23 CC1COc2c(N3CC[N+](C)([O-])CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23 CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)ccn1c23 C[C@H]1COc2c(N3CC[N+](C)([O-])CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23 C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NCC(=O)O)cn1c23 C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)OC4OC(C(=O)O)C(O)C(O)C4O)cn1c23 C[C@H]1COc2c(N)c(F)cc3c(=O)c(C(=O)O)cn1c23 C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NC4OC(C(=O)O)C(O)C(O)C4O)cn1c23 C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(CO)cn1c23
C[C@]12C=CC(=O)C(Cl)=C1CC[C@H]1[C@H]2CC[C@]2(C)[C@@H]1CC[C@]2(C)O,C[C@]12C=CC(=O)C(Cl)=C1CC[C@@H]1[C@@H]2CC[C@]2(CO)[C@@H]1CC[C@]2(C)O C[C@]12C=CC(=O)C(Cl)=C1CC[C@H]1[C@H]2CC[C@]2(C)[C@@H]1C[C@H](O)[C@]2(C)O C[C@]12C=CC(=O)C(Cl)=C1[C@H](O)C[C@H]1[C@H]2CC[C@]2(C)[C@@H]1CC[C@]2(C)O C[C@]12C=CC(=O)C(Cl)=C1CC[C@H]1[C@H]2CC[C@]2(C)[C@@H]1CC[C@]2(C)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O C[C@]12C=CC(=O)C(Cl)=C1CC[C@H]1[C@H]2CC[C@]2(C)[C@@H]1C[C@@H](O)[C@]2(C)O CC1CCC2C3CCC4=C(Cl)C(=O)C=C[C@]4(C)C3CC[C@]12C C[C@]12C=CC(=O)C(Cl)=C1CC[C@H]1[C@H]2CC[C@]2(CO)[C@@H]1CC[C@]2(C)O C[C@]12C=CC(=O)C(Cl)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12 C[C@]12C=CC(=O)C(Cl)=C1CC[C@H]1[C@H]2CC[C@]2(C)[C@@H]1[C@@H](O)C[C@]2(C)O C[C@]12C=CC(=O)C(Cl)=C1CC[C@H]1[C@H]2CC[C@]2(C)[C@@H]1[C@H](O)C[C@]2(C)O C[C@]12C=CC(=O)C(Cl)=C1[C@@H](O)C[C@H]1[C@H]2CC[C@]2(C)[C@@H]1CC[C@]2(C)O C[C@]12C=CC(=O)C(Cl)=C1CC[C@H]1[C@H]2CC[C@]2(C)[C@@H]1CC[C@]2(C)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O CC(=O)CCC1C(C)CCC2C1CCC1=C(Cl)C(=O)C=CC12C
Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)cc3)cc2)cc1,Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)C=Cc3ccc(O)c(O)c3)cc2)cc1 Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(OC4OC(C(=O)O)C(O)C(O)C4O)cc3)cc2)cc1 Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)C=Cc3ccc(O)cc3O)cc2)cc1 Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)c(O)c3)cc2)cc1 Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)C=Cc3ccc(O)cc3)c(O)c2)cc1 O=C(/C=C/c1ccc(O)cc1)c1ccc(NS(=O)(=O)c2ccc(CO)cc2)cc1 Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(OS(=O)(=O)O)cc3)cc2)cc1 Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)cc3)c(O)c2)cc1 O=C(C=Cc1ccc(O)cc1)c1ccc(NS(=O)(=O)c2ccc(CO)cc2)cc1 Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)C=Cc3ccc(O)cc3)cc2)cc1O Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)cc3)cc2)c(O)c1 Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)cc3O)cc2)cc1 Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)cc3)cc2)cc1O
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2ccc(O)c(NC=O)c2)cc1 COc1ccc(CC(C)N(O)CC(O)c2ccc(O)c(NC=O)c2)cc1 COc1ccc(CC(C)NCCc2ccc(O)c(NC=O)c2)cc1 COc1ccc(C[C@@H](C)NCCc2ccc(O)c(NC=O)c2)cc1 COc1ccc(C[C@@H](C)NC[C@H](O)c2cc(O)c(O)c(NC=O)c2)cc1 COc1ccc(CC(C)NCC(O)c2cc(O)c(O)c(NC=O)c2)cc1 COc1ccc(CC(C)NCC(OC2OC(C(=O)O)C(O)C(O)C2O)c2ccc(O)c(NC=O)c2)cc1 COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(N)c2)cc1 COc1ccc(CC(C)NCC(O)c2ccc(O)c(N)c2)cc1 COc1ccc(CC(C)N)cc1 CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(NC=O)c1 C[C@H](Cc1ccc(O)cc1)NC[C@H](O)c1ccc(O)c(NC=O)c1 COc1ccc(CC(C)NCC(O)c2ccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(NC=O)c2)cc1 COc1ccc(CC(C)NCC(O)c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(NC=O)c2)cc1
Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccc(O)cc2)n1 Cc1cc(N)n(-c2ccccc2)n1 Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)N4CCSC4O)C3)CC2)n(-c2ccccc2)n1 Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)O)C3)CC2)n(-c2ccccc2)n1 Cc1cc(N2CCN([C@H]3CN[C@H](C=O)C3)CC2)n(-c2ccccc2)n1 Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)N4CC[S+]([O-])C4)C3)CC2)n(-c2ccccc2)n1 Cc1nn(-c2ccccc2)c(N2CCN([C@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)c1O Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)N4CCSC4=O)C3)CC2)n(-c2ccccc2)n1 Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2cccc(OC3OC(C(=O)O)C(O)C(O)C3O)c2)n1 Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)N4CCS(=O)C4)C3)CC2)n(-c2ccccc2)n1 Cc1cc(N2CCN(C3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccc(O)cc2)n1 O=C([C@@H]1C[C@@H](N2CCNCC2)CN1)N1CCSC1 Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2cccc(O)c2)n1
C[C@]12CC[C@@H]3c4ccc(O)c(O)c4CC[C@H]3[C@@H]1CC[C@@H]2O,COc1ccc2c(c1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12 C[C@]12CCC3c4cc(O)c(O)c(O)c4CCC3C1CC[C@@H]2O C[C@]12CC[C@@H]3c4ccc(O)c(O)c4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O C[C@]12CC[C@@H]3c4ccc(O)c(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)c4CC[C@H]3[C@@H]1CC[C@@H]2O COc1c(O)ccc2c1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12 C[C@@]12CC[C@@H]3c4ccc(O)c(O)c4CC[C@H]3[C@@H]1CCC2=O C[C@]12CC[C@@H]3c4ccc(O)c(O)c4CC[C@H]3[C@@H]1[C@H](O)C[C@@H]2O C[C@]12CC[C@@H]3c4ccc(O)c(O)c4CC[C@H]3[C@@H]1[C@@H](O)C[C@@H]2O C[C@]12CCC3c4ccc(O)c(O)c4CCC3C1CC[C@@H]2O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O C[C@]12CC[C@@H]3c4ccc(O)c(O)c4CC[C@H]3[C@@H]1CC[C@@H]2O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O C[C@]12CC[C@@H]3c4ccc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)c(O)c4CC[C@H]3[C@@H]1CC[C@@H]2O C[C@]12CC[C@@H]3c4ccc(O)c(O)c4CC[C@H]3[C@@H]1C[C@H](O)[C@@H]2O C[C@]12CC[C@@H]3c4ccc(O)c(O)c4CC[C@H]3[C@@H]1CCC2=O C[C@]12CC[C@@H]3c4cc(O)c(O)c(O)c4CC[C@H]3[C@@H]1CC[C@@H]2O
CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CC(O)CCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1 CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nnnn2[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1 CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1 CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccc(O)cc2-c2nnn[nH]2)cc1 CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1 CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nn[n+](C3OC(C(=O)O)C(O)C(O)C3O)[nH]2)cc1 C[C@H](O)CCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1 CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccc(O)cc2-c2nn[nH]n2)cc1 CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nnnn2C2OC(C(=O)O)C(O)C(O)C2O)cc1 CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nnn(C3OC(C(=O)O)C(O)C(O)C3O)n2)cc1 CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nnn([C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)n2)cc1 CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
CCC1(c2ccc(O)cc2)C(=O)NC(=O)NC1=O,CCC1(c2ccc(O)c(O)c2)C(=O)NC(=O)NC1=O CC[C@@]1(c2ccc(O)cc2)C(=O)NC(=O)N[C@@H]1O CC[C@@]1(c2ccc(O)cc2)C(=O)NC(=O)N(O)C1=O CCC1(c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc2)C(=O)NC(=O)NC1=O O=C1NC(=O)C(CCO)(c2ccc(O)cc2)C(=O)N1 CCC1(c2ccc(O)cc2)C(=O)NC(=O)NC1O CCC1(c2cc(O)c(O)c(O)c2)C(=O)NC(=O)NC1=O CCC1(c2ccc(O)cc2)C(=O)NC(=O)N(O)C1=O CC(O)C1(c2ccc(O)cc2)C(=O)NC(=O)NC1=O
Nc1ccc([C@@H](O)[C@H](N)CO)cc1,Nc1ccc([C@@H](O)[C@H](N)C(=O)O)cc1 Nc1ccc([C@@H](O)[C@H](N)COP(=O)(O)O)cc1 Nc1ccc(C(=O)[C@@H](N)CO)cc1 Nc1ccc([C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](N)CO)cc1 N[C@@H](CO)[C@H](O)c1ccc(NO)cc1 Nc1ccc(C(O)C(N)C(=O)O)cc1 Nc1ccc(C(O)C(N)COP(=O)(O)O)cc1 CC(=O)Nc1ccc([C@@H](O)[C@H](N)CO)cc1 Nc1ccc([C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](N)CO)cc1 Nc1ccc(C(=O)[C@H](N)CO)cc1 CC(=O)Nc1ccc([C@@H](O)[C@@H](N)CO)cc1 CC(=O)N[C@H](CO)[C@H](O)c1ccc(N)cc1 N[C@H](CO)[C@H](O)c1ccc(NO)cc1
NC(=O)c1nc(F)cnc1O,NC(=O)c1nc(F)c(O)nc1O CC(=O)NC(=O)c1nc(F)cnc1O NC(=O)c1nc(F)cnc1OS(=O)(=O)O NC(=O)c1nc(F)c[nH]c1=O NC(=O)c1nc(F)c[n+](C2OC(C(=O)O)C(O)C(O)C2O)c1O NC(=O)c1nc(F)cnc1S O=Cc1nc(F)cnc1O NC(=O)c1nc(F)c[n+]([O-])c1O O=C(O)c1nc(F)cnc1O NC(=O)c1nc(F)c(=O)[nH]c1O NC(=O)c1nc(F)cnc1O NC(=O)c1nc(F)cnc1OC1OC(C(=O)O)C(O)C(O)C1O O=CNC(=O)c1nc(F)cnc1O
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,Cc1cc2c(s1)Nc1ccc(O)cc1N=C2N1CCN(C)CC1 Cc1cc2c(s1)[NH+]([O-])c1ccccc1N=C2N1CCN(C)CC1 Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)C(=O)C1 Cc1cc2c(s1)Nc1ccc(O)cc1N=C2N1CC[N+](C)CC1 Cc1cc2c(s1)Nc1ccccc1N=C2N1CC[N+](C)([O-])CC1 CN1CCN(C2=Nc3ccccc3Nc3sc(CO)cc32)CC1 Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)C(O)C1 Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C(=O)O)CC1 CN1CCN(C2=Nc3ccccc3Nc3sc(C(=O)O)cc32)CC1 Cc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1 Cc1cc2c(s1)Nc1cc(O)ccc1N=C2N1CC[N+](C)CC1 Cc1cc2c(s1)Nc1cc(O)ccc1N=C2N1CCN(C)CC1 Cc1cc2c(s1)N(C1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1N=C2N1CCN(C)CC1 Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(CO)CC1
CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,CCCCNc1ccc(C(=O)O)cc1 COCCOCCOCCOCCOCCOCCOCCOCCO CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCC(=O)O)cc1 COCCOCCOCCOCCOCCOCCOCCOC(=O)c1ccc(N)cc1 COCCOCCOCCOCCOCCOCCOCCOCCOC(=O)c1ccc(N)cc1 CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCO)cc1 CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCO)cc1 CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCO)cc1 CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCO)cc1 CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)O)cc1
CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)c2n1 CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nn[nH]c2n1 CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nn[nH]c2n1 CC(O)CSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1 CCCS(=O)c1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1 CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H]3O)c2n1 CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(O)C(O)C3O)c2n1 CCCS(=O)(=O)c1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1 CC(O)CSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1 CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCC(=O)O)[C@@H](O)[C@H]3O)c2n1 CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCC(=O)O)C(O)C3O)c2n1 CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCC=O)[C@@H](O)[C@H]3O)c2n1 CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCOS(=O)(=O)O)[C@@H](O)[C@H]3O)c2n1
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,COc1cc(C(O)c2cnc(N)nc2N)cc(OC)c1OC COc1cc(C(=O)c2cnc(N)nc2N)cc(OC)c1OC COc1cc(Cc2cnc(N)nc2N)cc(O)c1OC COc1cc(Cc2cnc(N)nc2N)c(O)c(OC)c1OC COc1cc(Cc2cnc(N)[n+]([O-])c2N)cc(OC)c1OC COc1cc(Cc2c[n+]([O-])c(N)nc2N)cc(OC)c1OC COc1cc(Cc2cnc(N)[n+](C3OC(C(=O)O)C(O)C(O)C3O)c2N)cc(OC)c1OC COc1cc(Cc2c[n+](C3OC(C(=O)O)C(O)C(O)C3O)c(N)nc2N)cc(OC)c1OC COc1cc(Cc2cnc(N)nc2NC2OC(C(=O)O)C(O)C(O)C2O)cc(OC)c1OC COc1cc(Cc2cnc(NC(C)=O)nc2N)cc(OC)c1OC COc1cc(Cc2cnc(NC3OC(C(=O)O)C(O)C(O)C3O)nc2N)cc(OC)c1OC COc1cc(Cc2cnc(N)nc2NC(C)=O)cc(OC)c1OC
O=C(CO)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1,O=C(CO)N[C@H](CO)[C@H](OP(=O)(O)O)c1ccc([N+](=O)[O-])cc1 O=C(O)C(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1 N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1 O=C(COP(=O)(O)O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1 Nc1ccc([C@@H](O)[C@H](CO)NC(=O)CO)cc1 O=C(CO)NC(COP(=O)(O)O)C(O)c1ccc([N+](=O)[O-])cc1 NC(CO)C(O)c1ccc([N+](=O)[O-])cc1 O=C(CO)N[C@H](CO)[C@H](O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccc([N+](=O)[O-])cc1 O=C(CO)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])c(O)c1 Nc1ccc([C@@H](O)[C@@H](CO)NC(=O)CO)cc1 O=C(CO[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1 O=C(CO)NC(CO)C(O)c1ccc([N+](=O)[O-])c(O)c1 O=C(CO)N[C@H](COP(=O)(O)O)[C@H](O)c1ccc([N+](=O)[O-])cc1
