SMILES,predictions
CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CNC)c12,CCOC(=O)c1c(C)n(C)c2cc(Br)c(O)c(CNC)c12 CCOC(=O)c1c(CSc2ccc(O)cc2)n(C)c2cc(Br)c(O)c(CNC)c12 CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN)c12 CNCc1c(O)c(Br)cc2c1c(C(=O)O)c(CSc1ccccc1)n2C CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CNC)c12 CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(OS(=O)(=O)O)c(CNC)c12
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,CC(C)NCC(O)COc1ccc(CC(=O)O)cc1 CC(C)NCC(COc1ccc(CC(N)=O)cc1)OC1OC(C(=O)O)C(O)C(O)C1O CC(C)NC(O)C(O)COc1ccc(CC(N)=O)cc1 NCC(O)COc1ccc(CC(N)=O)cc1 CC(C)(O)NCC(O)COc1ccc(CC(N)=O)cc1
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,C[N+]1([O-])CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1 CN1CCN(CCCN2c3ccccc3S(=O)c3ccc(Cl)cc32)CC1 C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCN(CCCN2c3ccccc3Sc3ccccc32)CC1 CN1CCN(CCCN2c3cc(O)ccc3Sc3ccc(Cl)cc32)CC1 CN1CCN(CCCN2c3ccc(O)cc3Sc3ccc(Cl)cc32)CC1
CCOC(=O)c1c(CO)n(C)c2cc(Br)c(O)c(CN(C)C)c12,CCOC(=O)c1c(CO)n(C)c2cc(Br)c(O)c(C[N+](C)(C)[O-])c12 CCOC(=O)c1c(CO)n(C)c2cc(Br)c(OS(=O)(=O)O)c(CN(C)C)c12 CN(C)Cc1c(O)c(Br)cc2c1c(C(=O)O)c(CO)n2C CCOC(=O)c1c(CO)n(C)c2cc(Br)c(O)c(CN(C)C)c12 CCOC(=O)c1c(COC2OC(C(=O)O)C(O)C(O)C2O)n(C)c2cc(Br)c(O)c(CN(C)C)c12 CCOC(=O)c1c(CO)n(C)c2cc(Br)c(O)c(CN(C)CO)c12
OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,O=C(O)c1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2 Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2 O=C(O)C1OC(OCc2nnc3n2-c2ccc(Cl)cc2C(c2ccccc2)=NC3)C(O)C(O)C1O OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccc(O)cc1)=NC2 OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2O O=Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
NC1(c2ccccc2Cl)CCCCC1=O,NC1(c2ccccc2Cl)CC(O)CCC1=O NC1(c2ccc(O)cc2Cl)CCCCC1=O NC1(c2ccccc2Cl)CCC(O)CC1=O O=C1CCCCC1c1ccccc1Cl NC1(c2ccccc2Cl)CC=CCC1=O NC1(c2ccccc2Cl)CCCC(O)C1=O
NC(=O)NS(=O)(=O)c1ccc(Cl)cc1,O=CNC(=O)NS(=O)(=O)c1ccc(Cl)cc1 NC(=O)NS(=O)(=O)c1ccc(Cl)c(O)c1 NS(=O)(=O)c1ccc(Cl)cc1 O=C(O)NS(=O)(=O)c1ccc(Cl)cc1 O=C=NS(=O)(=O)c1ccc(Cl)cc1 NC(=O)NS(=O)(=O)c1ccc(Cl)cc1O
NC(CCCCCNOC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)C(=O)O,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]12 NCCCCCCNOC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]12 NC(CCCCCNOC(=O)C(O)CCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]12)C(=O)O NCCCCCC(N)C(=O)O N[C@@H](CCCCCNO)C(=O)O NC(CCCCCNOC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]12)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O
C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,C[C@@H]1C[C@H](O)[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4 C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@](C)(O)CC[C@@H]1[C@]23O C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@]3(C)C[C@H](O)[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3 C[C@@H]1CC[C@H]2[C@@H](C)[C@H](O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4 C[C@@H]1CC[C@H]2[C@@H](CO)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4
N=C(N)Nc1ccc(C(=O)Oc2ccc(CC(=O)O)cc2)cc1,N=C(N)Nc1ccc(C(=O)Oc2ccc(C(O)C(=O)O)cc2)cc1 N/C(=N\O)Nc1ccc(C(=O)Oc2ccc(CC(=O)O)cc2)cc1 Nc1ccc(C(=O)Oc2ccc(CC(=O)O)cc2)cc1 N=C(N)Nc1ccc(C(=O)Oc2ccc(CC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)cc2)cc1 N=C(N)Nc1ccc(C(=O)O)cc1
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,COc1cc2[nH]c(=N)[nH]c(=N)c2cc1OC COc1cc2nc(N3CCNCC3)nc(N)c2cc1OC COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(NC3OC(C(=O)O)C(O)C(O)C3O)c2cc1OC COc1cc2nc(N)nc(N)c2cc1OC COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1O COc1cc2c(N)nc(N3CCN(C(=O)C4CCCO4)CC3)nc2cc1O
COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4O)c(Cl)c3)c2cc1C(N)=O COc1cc2nc(O)cc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O COc1cc2c(cc1C(N)=O)c(Oc1ccc(NC(=O)NC3CC3)c(Cl)c1)cc[n+]2[O-] COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)O COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)NC1OC(C(=O)O)C(O)C(O)C1O NC(=O)c1cc2c(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)ccnc2cc1O
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(O)[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCC(O)NC1=O Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccc(O)cc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O Cc1cccc(CO)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O Cc1cc(O)cc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O
O=C1Cc2cc(CCN3CCN(C4=NS(=O)c5ccccc54)CC3)c(Cl)cc2N1,O=C1Cc2cc(CCN3CCN(C4=NS(=O)c5cc(O)ccc54)CC3)c(Cl)cc2N1 O=S1N=C(N2CCNCC2)c2ccccc21 O=C1Nc2cc(Cl)c(CCN3CCN(C4=NS(=O)c5ccccc54)CC3)cc2C1O O=C1Cc2cc(CCN3CCN(C4=NS(=O)c5ccccc54)CC3)c(Cl)cc2N1O O=C1Cc2cc(CCN3CCN(C4=NS(=O)c5ccc(O)cc54)CC3)c(Cl)cc2N1 O=C1Cc2cc(CCN3CCN(C4NS(=O)c5ccccc54)CC3)c(Cl)cc2N1
O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,O=C(O)CCC(=O)OC[C@@H](NC(=O)CCl)[C@H](O)c1ccc([N+](=O)[O-])cc1 O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@@H](OC1OC(C(=O)O)C(O)C(O)C1O)c1ccc([N+](=O)[O-])cc1 O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)C(=O)c1ccc([N+](=O)[O-])cc1 O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl N[C@H](COC(=O)CCC(=O)O)[C@H](O)c1ccc([N+](=O)[O-])cc1 Nc1ccc([C@@H](O)[C@@H](COC(=O)CCC(=O)O)NC(=O)C(Cl)Cl)cc1
O=S1(=O)N=C(N2CCNCC2)c2ccccc21,O=S1(=O)N=C(N2CCNCC2)c2cc(O)ccc21 O=S1(=O)N=C(N2CCNCC2)c2ccc(O)cc21 O=C1CN(C2=NS(=O)(=O)c3ccccc32)CCN1 O=S1(=O)N=C([N+]2([O-])CCNCC2)c2ccccc21 O=S1(=O)N=C(N2CCNCC2O)c2ccccc21 O=S1(=O)N=C(N2CCN(O)CC2)c2ccccc21
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,O=C(O)c1c[nH]c2cc(N3CCNCC3)c(F)cc2c1=O O=C1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CCN1 O=C(O)c1cn(C2CC2)c2cc([N+]3([O-])CCNCC3)c(F)cc2c1=O O=C(O)c1cn(C2CC2)c2cc(N3CCN(C4OC(C(=O)O)C(O)C(O)C4O)CC3)c(F)cc2c1=O O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3=O)c(F)cc2c1=O O=C(OC1OC(C(=O)O)C(O)C(O)C1O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
O=C(NOCCO)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl,O=C(O)CONC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl O=C(NOCCO)c1cc2[nH]cnc2c(F)c1N(O)c1ccc(Br)cc1Cl O=C(NOCCO)c1cc2[nH]c(=O)[nH]c2c(F)c1Nc1ccc(Br)cc1Cl O=CCONC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl O=C(NOCCO)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)c(O)c1Cl O=C(NOCCOC1OC(C(=O)O)C(O)C(O)C1O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)C1OC(OCCOCCN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)C(O)C(O)C1O O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1 OCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1 O=CCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1 Clc1ccc(C(c2ccccc2)N2CCNCC2)cc1 OCCOCCN1CCN(C(c2ccc(O)cc2)c2ccc(Cl)cc2)CC1
C#C[C@]1(O)CC[C@H]2[C@@H]3CC(O)c4cc(O)ccc4[C@H]3CC[C@@]21C,C#C[C@]1(O)CC[C@H]2[C@@H]3CC(O)c4cc(OC5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)ccc4[C@H]3CC[C@@]21C C#C[C@]1(O)CC[C@H]2[C@@H]3CC(OC4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)c4cc(O)ccc4[C@H]3CC[C@@]21C C#C[C@]1(O)CC[C@H]2[C@@H]3CC(O)c4cc(O)c(O)cc4[C@H]3CC[C@@]21C C#C[C@]1(O)CC[C@H]2[C@@H]3CC(=O)c4cc(O)ccc4[C@H]3CC[C@@]21C C#C[C@]1(O)[C@@H](O)C[C@H]2[C@@H]3CC(O)c4cc(O)ccc4[C@H]3CC[C@@]21C C#C[C@]1(O)CC[C@H]2[C@@H]3CC(O)c4c(ccc(O)c4O)[C@H]3CC[C@@]21C
CC(=O)O[C@H](c1ccc([N+](=O)[O-])cc1)[C@@H](CO)NC(=O)C(Cl)Cl,CC(=O)O[C@H](c1ccc([N+](=O)[O-])cc1)[C@H](N)CO CC(=O)O[C@H](c1ccc([N+](=O)[O-])cc1)[C@@H](NC(=O)C(Cl)Cl)C(=O)O CC(=O)O[C@H](c1ccc([N+](=O)[O-])cc1)[C@@H](COC1OC(C(=O)O)C(O)C(O)C1O)NC(=O)C(Cl)Cl O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl CC(=O)O[C@H](c1ccc([N+](=O)[O-])cc1)[C@@H](CO)NC(=O)O O=C(N[C@H](COP(=O)(O)O)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
C#C[C@]1(O)[C@H](O)C[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,C#C[C@]1(O)C(=O)C[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C C#C[C@]1(O)[C@H](O)C[C@H]2[C@@H]3CCc4cc(O)c(O)cc4[C@H]3CC[C@@]21C C#C[C@]1(O)[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C C#C[C@]1(O)[C@H](O)C[C@H]2[C@@H]3CCc4cc(OC5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)ccc4[C@H]3CC[C@@]21C C#C[C@]1(O)[C@H](O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C C#C[C@]1(O)[C@H](O)C[C@H]2[C@@H]3C[C@@H](O)c4cc(O)ccc4[C@H]3CC[C@@]21C
C#C[C@]1(O)CC[C@H]2[C@@H]3C(O)Cc4cc(O)ccc4[C@H]3CC[C@@]21C,C#C[C@]1(O)CC[C@H]2[C@@H]3C(=O)Cc4cc(O)ccc4[C@H]3CC[C@@]21C C#C[C@]1(O)CC[C@H]2[C@@H]3C(O)Cc4cc(O)c(O)cc4[C@H]3CC[C@@]21C C#C[C@]1(O)CC[C@H]2[C@@H]3C(O)CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)c1ccc(O)cc1C(O)[C@H]3O C#C[C@]1(O)CC[C@H]2[C@@H]3C(OC)Cc4cc(O)ccc4[C@H]3CC[C@@]21C C#C[C@]1(O)CC[C@H]2[C@@H]3C(O)Cc4cc(OC5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)ccc4[C@H]3CC[C@@]21C
CN[C@@H](C)[C@@H](O)c1ccccc1,C[C@@H]([C@@H](O)c1ccccc1)N(C)O C[C@@H](NCO)[C@@H](O)c1ccccc1 CN[C@@H](C)C(=O)c1ccccc1 CN[C@@H](C)Cc1ccccc1 CN[C@@H](C)[C@@H](O)c1ccc(O)cc1 CN[C@@H](C)[C@@H](O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CS(=O)(=O)CC(=O)NCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1 CS(=O)(=O)CCN=Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1 O=Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1 CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OC(O)c5cccc(F)c5)c(Cl)c4)c3c2)o1 CS(=O)(=O)CCNCc1ccc(-c2ccc3nc(O)nc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1 NCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,CCCCCCCCc1ccc(CCC(N)(CO)COC2OC(C(=O)O)C(O)C(O)C2O)cc1 CCCCCCCCc1ccc(CCC(CO)(COC2OC(C(=O)O)C(O)C(O)C2O)NC(C)=O)cc1 CCCCCCCCc1ccc(CCC(CO)(CO)NC(C)=O)cc1 CCCCCCCC(O)c1ccc(CCC(N)(CO)CO)cc1 CC(O)CCCCCCc1ccc(CCC(N)(CO)CO)cc1 CCCCCCCCc1ccc(CCC(N)(COC2OC(C(=O)O)C(O)C(O)C2O)COC2OC(C(=O)O)C(O)C(O)C2O)cc1
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1ccc(OCCN(CC)CC)c(I)c1 CCCCc1oc2cc(O)ccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1 CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1O CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCNCC)c(I)c1 CCN(CC)CCOc1c(I)cc(C(=O)c2c(CCC(C)O)oc3ccccc23)cc1I CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CCO)c(I)c1
CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(CN4CCOCC4)cc3)cc(NC3CCOCC3)c2C)c(=O)[nH]1 CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(CO)[nH]c2=O)c1C)C1CCOCC1 CCN(c1cc(-c2ccc(CN3CCOCC3=O)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1 CCN(c1cc(-c2ccc(C(=O)O)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1 CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOC(O)C1
CNC1(c2ccccc2Cl)CCCC(O)C1=O,CNC1(c2ccc(O)cc2Cl)CCCC(O)C1=O CNC1(c2ccccc2Cl)CCCC(=O)C1=O CNC1(c2ccccc2Cl)CCC(O)C(O)C1=O CNC1(c2ccccc2Cl)CC(O)CC(O)C1=O CNC1(c2ccccc2Cl)CCCC(OC2OC(C(=O)O)C(O)C(O)C2O)C1=O NC1(c2ccccc2Cl)CCCC(O)C1=O
CN(C)CCCN1c2ccccc2CCc2cc(O)ccc21,CN(C)CCCN1c2ccccc2CCc2cc(O)c(O)cc21 CNCCCN1c2ccccc2CCc2cc(O)ccc21 CN(C)CCCN1c2ccc(O)cc2CCc2cc(O)ccc21 CN(C)CCCN1c2ccc(O)cc2CCc2c(O)cccc21 CN(C)CCCN1c2ccccc2CCc2cc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc21
CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(NC=O)c1,CC(Cc1ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1)NCC(O)c1ccc(O)c(NC=O)c1 CC(Cc1ccc(O)cc1)NCC(OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(O)c(NC=O)c1 CC(Cc1ccc(O)c(O)c1)NCC(O)c1ccc(O)c(NC=O)c1 CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)c(O)c(NC=O)c1 CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(N)c1 CC(Cc1ccc(O)cc1)NCC(O)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(NC=O)c1
CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CNC)c12,CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(C=O)c12 CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CN)c12 CNCc1c(O)c(Br)cc2c1c(C(=O)O)c(CS(=O)(=O)c1ccccc1)n2C CCOC(=O)c1c(CS(=O)(=O)c2ccc(O)cc2)n(C)c2cc(Br)c(O)c(CNC)c12 CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)n(C)c2cc(Br)c(OS(=O)(=O)O)c(CNC)c12 CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CNCO)c12
Nc1ccc(S(=O)(=O)Nc2cc(CO)on2)cc1,Nc1ccc(S(=O)(=O)Nc2cc(CO)on2)cc1O Nc1ccc(S(=O)(=O)N(c2cc(CO)on2)S(=O)(=O)O)cc1 Nc1ccc(S(=O)(=O)Nc2cc(C=O)on2)cc1 Nc1ccc(S(=O)(=O)Nc2cc(C(=O)O)on2)cc1 CC(=O)Nc1ccc(S(=O)(=O)Nc2cc(CO)on2)cc1 Nc1ccc(S(=O)(=O)Nc2cc(COC3OC(C(=O)O)C(O)C(O)C3O)on2)cc1
CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,CN(C)Cc1c(O)c(Br)cc2c1c(C(=O)O)c(CS(=O)(=O)c1ccccc1)n2C CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12 CCOC(=O)c1c(CS(=O)(=O)c2ccc(O)cc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12 CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CNC)c12 CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)n(C)c2cc(Br)c(OS(=O)(=O)O)c(CN(C)C)c12 CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)[nH]c2cc(Br)c(O)c(CN(C)C)c12
CC(=O)Nc1ccc(O)cc1,O=C1CCN(c2ccc(O)cc2)C1=O Nc1ccc(O)cc1 NCC(=O)Nc1ccc(O)cc1 CC(=O)Nc1ccccc1 CC(=O)Nc1ccc(O)c(O)c1 CC(=O)Nc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,CCN(CCNC(=O)c1cc(Cl)c(N)cc1OC)C(C)O COc1cc(N)c(Cl)cc1C(N)=O CCNCCNC(=O)c1cc(Cl)c(N)cc1OC CCN(CC)CCNC(=O)c1cc(Cl)c(N)c(O)c1OC CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1O CCN(CC)CCNC(=O)c1cc(Cl)c(NO)cc1OC
CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,CCOC(=O)Nc1c[n+](N2CCOCC2O)no1 CC(O)OC(=O)Nc1c[n+](N2CCOCC2)no1 CCOC(=O)Nc1c[n+](N2CCOC(O)C2)no1 CCOC(=O)Nc1c[n+](N)no1 O=C(O)Nc1c[n+](N2CCOCC2)no1
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(CC)CC)c1ccccc1CC2,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(CC)CCO)c1ccccc1CC2 CCOC(=O)Nc1cc2c(cc1O)CCc1ccccc1N2C(=O)CN(CC)CC CCNCC(=O)N1c2ccccc2CCc2ccc(NC(=O)OCC)cc21 CCN(CC)CC(=O)N1c2ccccc2CCc2ccc(N)cc21 CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(CC)CC)c1ccc(O)cc1CC2 CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(CC)CC)c1ccccc1C(O)C2
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,CN[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(O)cc(N(C)C)c4C[C@H]3C[C@@H]12 CN(C)c1cc(O)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O CN[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(N(C)C)c4C[C@H]3C[C@@H]12 CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@]3(O)C(=O)C1=C2O CN(C)c1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@]3(O)C(=O)[C@]1(O)C2=O
Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(N)=O)cc21,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NC3OC(C(=O)O)C(O)C(O)C3O)cc21 NC(=O)c1cc2[nH]cnc2c(F)c1Nc1ccc(Br)cc1Cl Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)O)cc21 Cn1c(=O)[nH]c2c(F)c(Nc3ccc(Br)cc3Cl)c(C(N)=O)cc21 Cn1cnc2c(F)c(Nc3ccc(Br)c(O)c3Cl)c(C(N)=O)cc21
Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,Cc1ccc2c(Cl)cc(Cl)c(OC3OC(C(=O)O)C(O)C(O)C3O)c2n1 Cc1ccc2c(Cl)cc(Cl)cc2n1 Cc1cc(O)c2c(Cl)cc(Cl)c(O)c2n1 OCc1ccc2c(Cl)cc(Cl)c(O)c2n1 Cc1ccc2c(Cl)ccc(O)c2n1 Cc1ccc2c(Cl)c(O)c(Cl)c(O)c2n1
